"people_id","person_hash","state_id","party","legislator_name","first_name","middle_name","last_name","suffix","nickname","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","bio","district_number","chamber","session_id","termination_date","member_id","leg_party_loyalty","leg_party_independence","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_n_votes_missing","setting_party_loyalty","rank_independent_all","rank_independent_R","rank_independent_D","rank_partisan_leg_R","rank_partisan_leg_D"
20418,"xw86aoqs",9,"R","Toby Overdorf","Toby","","Overdorf","","",45388153,184464,"",652557,"http://ballotpedia.org/Toby_Overdorf","","850-717-5085",85,"House",2220,NA,4728,0.98943661971831,0.00456336859572703,852,843,3844,9,101,22,2,0,"partisan_cross",175,64,NA,82,NA
20422,"wngg5lsw",9,"D","Dianne Hart-Lowman","Dianne","","Hart-Lowman","","Ms Dee",12513886,172926,"",575832,"http://ballotpedia.org/Dianne_Hart","","850-717-5063",63,"House",2220,NA,NA,0.978723404255319,0.033167495854063,94,92,435,2,53,20,1,0,"partisan_cross",16,NA,13,NA,6
20540,"atzb6h57",9,"D","Michael Gottlieb","Michael","A.","Gottlieb","","",39396827,184483,"",663180,"http://ballotpedia.org/Michael_Gottlieb","","850-717-5102",102,"House",2220,NA,4724,0.914691943127962,0.0230043255996854,844,772,3705,72,400,117,20,0,"partisan_cross",37,NA,31,NA,57
20587,"wpeukd4f",9,"D","Jennifer Webb","Jennifer","","Webb","","",40768872,172936,"",578961,"http://ballotpedia.org/Jennifer_Webb",NA,NA,69,"House",1709,NA,NA,0.826771653543307,0.00704225352112676,127,105,561,22,16,5,1,0,"partisan_cross",127,NA,94,NA,96
20690,"tl2wy0dy",9,"R","Melony Bell","Melony","","Bell","","",425790,130836,"",652480,"http://ballotpedia.org/Melony_Bell","",NA,49,"House",2105,NA,NA,0.972222222222222,0.00134989200863931,540,525,2967,15,192,5,0,0,"partisan_cross",294,167,NA,156,NA
20804,"9jchp5ri",9,"R","Brett Hage","Brett","","Hage","","",45388067,184387,"",655582,"http://ballotpedia.org/Brett_Hage","",NA,33,"House",1980,NA,NA,1,0.00254452926208651,311,311,1412,0,237,5,0,0,"partisan_cross",247,122,NA,5,NA
20836,"699pdswx",9,"R","Wyman Duggan","Wyman","","Duggan","","",1125380,138214,"",396576,"http://ballotpedia.org/Wyman_Duggan","","850-717-5012",12,"House",2220,NA,4712,0.993909866017052,0.00192843368330834,821,816,3528,5,309,9,0,0,"partisan_cross",273,146,NA,54,NA
20906,"8n2gd2az",9,"R","Anthony Rodriguez","Anthony","","Rodriguez","","",26688655,172778,"",571851,"http://ballotpedia.org/Anthony_Rodriguez","",NA,118,"House",1980,NA,NA,0.972067039106145,0.000460405156537753,358,348,1632,10,181,1,0,0,"partisan_cross",336,209,NA,158,NA
20907,"v24fzait",9,"R","Chip LaMarca","Chip","","LaMarca","","",45388173,130498,"",652577,"http://ballotpedia.org/Chip_LaMarca","","850-717-5100",100,"House",2220,NA,4722,0.97225891677675,0.00190718372536554,757,736,3721,21,231,9,1,0,"partisan_cross",275,148,NA,155,NA
20953,"d3v1n078",9,"R","David Smith","David","A.","Smith","","",19869636,146175,"",476517,"http://ballotpedia.org/David_Smith_(Florida)","","850-717-5038",38,"House",2220,NA,4718,0.954320987654321,0.00433615527565559,810,773,3916,37,95,21,1,0,"partisan_cross",186,72,NA,196,NA
20958,"7d14ravu",9,"R","Mike Caruso","Michael","A.","Caruso","","Mike",45388164,184475,"",652561,"http://ballotpedia.org/Mike_Caruso_(Florida)","","850-717-5087",87,"House",2212,NA,4754,0.947049924357035,0.00432240020340707,661,626,2948,35,306,17,1,0,"partisan_cross",187,73,NA,202,NA
21023,"gkmdbduq",9,"R","Vance Aloupis","Vance","","Aloupis","","",41610700,184498,"",652667,"http://ballotpedia.org/Vance_Aloupis","",NA,115,"House",1980,NA,NA,0.972222222222222,0.00146484375,360,350,1570,10,115,3,0,0,"partisan_cross",288,161,NA,157,NA
21024,"vb66clzl",9,"R","James Buchanan","James","Vernon","Buchanan","","",44113817,176798,"",663133,"http://ballotpedia.org/James_Buchanan_(Florida)","","850-717-5074",74,"House",2220,NA,4731,0.992691839220463,0.000570342205323194,821,815,4091,6,345,3,0,0,"partisan_cross",331,204,NA,67,NA
21026,"1qq1cdmx",9,"D","Joy Goff-Marcil","Joy","","Goff-Marcil","","",45388060,184379,"",663116,"http://ballotpedia.org/Joy_Goff-Marcil","",NA,30,"House",1980,NA,NA,0.981481481481482,0.0319488817891374,378,371,1697,7,43,70,3,0,"partisan_cross",17,NA,14,NA,5
21029,"ss5r9rz7",9,"D","Fentrice Driskell","Fentrice","","Driskell","","",45388118,184423,"",655600,"http://ballotpedia.org/Fentrice_Driskell","","850-717-5067",67,"House",2220,NA,4745,0.975,0.0181680545041635,720,702,3053,18,108,72,10,0,"partisan_cross",51,NA,44,NA,11
21030,"nswmr0oe",9,"D","Anika Omphroy","Anika","Tene","Omphroy","","",41356086,172781,"",575852,"http://ballotpedia.org/Anika_Tene_Omphroy","",NA,95,"House",1980,NA,NA,0.660377358490566,0.00396396396396396,265,175,2001,90,490,11,8,0,"partisan_cross",200,NA,119,NA,123
21380,"3j0cn6yf",9,"R","Randy Maggard","Randy","","Maggard","","",69054,186158,"",709872,"http://ballotpedia.org/Randy_Maggard","","850-717-5054",54,"House",2220,NA,4758,0.993548387096774,0.00491452991452991,775,770,3735,5,147,23,0,0,"partisan_cross",169,59,NA,62,NA
21381,"u2fci01y",9,"D","Dan Daley","Dan","","Daley","","",47146673,149318,"",709876,"http://ballotpedia.org/Dan_Daley","","850-717-5096",96,"House",2220,NA,4757,0.828483920367534,0.00376726663876099,653,541,3784,112,309,18,14,0,"partisan_cross",207,NA,122,NA,95
21391,"gw0rt51v",9,"R","Jason Shoaf","Jason","","Shoaf","","",43047669,186156,"",709836,"http://ballotpedia.org/Jason_Shoaf","","850-717-5007",7,"House",2220,NA,4756,0.991379310344828,0.00262029537875179,696,690,3268,6,223,11,0,0,"partisan_cross",239,114,NA,70,NA
21505,"yv0h4kf6",9,"D","Emily Slosberg-King","Emily","","Slosberg-King","","",70342,173108,"",571510,"http://ballotpedia.org/Emily_Slosberg","",NA,91,"House",1980,NA,NA,0.894967177242888,0.0187957948391207,457,409,2332,48,283,59,8,0,"partisan_cross",49,NA,42,NA,70
21696,"e070cvuf",9,"R","Joe Harding","Joe","B.","Harding","","",49845581,194541,"",739963,"http://ballotpedia.org/Joe_Harding","",NA,22,"House",1980,NA,NA,1,0.000949667616334283,246,246,1829,0,29,2,0,0,"partisan_cross",303,176,NA,7,NA
21700,"ixm68x3r",9,"D","Allison Tant","Allison","E.","Tant","","",160200,193753,"",739944,"http://ballotpedia.org/Allison_Tant","","850-717-5009",9,"House",2220,NA,4765,0.853658536585366,0.00455580865603645,574,490,3543,84,240,20,13,0,"partisan_cross",177,NA,112,NA,91
21701,"91ohersw",9,"D","Robin Bartleman","Robin","","Bartleman","","",806016,194479,"",740285,"http://ballotpedia.org/Robin_Bartleman","","850-717-5103",103,"House",2220,NA,4793,0.923076923076923,0.00674698795180723,663,612,3243,51,204,28,12,0,"partisan_cross",134,NA,99,NA,50
21739,"rh0ebpc2",9,"R","Linda Chaney","Linda","","Chaney","","",49845659,194564,"",740444,"http://ballotpedia.org/Linda_Chaney","","850-717-5061",61,"House",2220,NA,4778,0.95024077046549,0.00455927051671732,623,592,3490,31,472,21,0,0,"partisan_cross",176,65,NA,198,NA
21758,"mhz7l0j4",9,"R","David Borrero","David","","Borrero","","",49845727,194467,"",740296,"http://ballotpedia.org/David_Borrero","","850-717-5111",111,"House",2220,NA,4794,0.989985693848355,0.00421417947446703,699,692,3196,7,122,17,0,0,"partisan_cross",191,76,NA,77,NA
21781,"wsj92iwn",9,"R","Thomas Fabricio","Thomas","P.","Fabricio","","Tom",49845720,194482,"",740278,"http://ballotpedia.org/Tom_Fabricio","","850-717-5110",110,"House",2220,NA,4792,0.995412844036697,0.00661977658254034,654,651,3964,3,183,32,1,0,"partisan_cross",136,36,NA,41,NA
21782,"87jh4enj",9,"R","Alejandro Rizo","Alejandro","","Rizo","Jr.","Alex",49845738,194462,"",740319,"http://ballotpedia.org/Alex_Rizo","","850-717-5112",112,"House",2220,NA,4796,0.998461538461539,0.00200551516670845,650,649,3077,1,254,8,0,0,"partisan_cross",272,145,NA,23,NA
21887,"e063soe3",9,"D","Yvonne Hayes Hinson","Yvonne","","Hayes Hinson","","",44044505,182253,"",637205,"http://ballotpedia.org/Yvonne_Hayes_Hinson","","850-717-5021",21,"House",2220,NA,NA,0.966499162479062,0.0175628208592272,597,577,2729,20,301,65,9,0,"partisan_cross",57,NA,49,NA,23
21888,"78gk9ao5",9,"D","Christine Hunschofsky","Christine","Maria","Hunschofsky","","",49845708,194488,"",740359,"http://ballotpedia.org/Christine_Hunschofsky","","850-717-5095",95,"House",2220,NA,4799,0.901743264659271,0.00995575221238938,631,569,2835,62,96,36,18,0,"partisan_cross",92,NA,74,NA,66
21892,"21akiis8",9,"R","Sam Garrison","Sam","","Garrison","","",49845578,193775,"",739952,"http://ballotpedia.org/Sam_Garrison","","850-717-5011",11,"House",2220,NA,4767,0.998296422487223,0,587,586,2927,1,92,0,1,0,"partisan_cross",344,217,NA,25,NA
21920,"61wei6k0",9,"D","Michele Rayner-Goolsby","Michele","","Rayner-Goolsby","","",49845663,194561,"",740448,"http://ballotpedia.org/Michele_Rayner","","850-717-5062",62,"House",2220,NA,NA,0.970355731225296,0.0289206917113894,506,491,2202,15,531,97,18,0,"partisan_cross",22,NA,19,NA,16
21983,"gk5cs0jg",9,"R","John Snyder","John","","Snyder","","",49845683,194524,"",740415,"http://ballotpedia.org/John_Snyder","","850-717-5086",86,"House",2220,NA,4787,0.997130559540889,0.00251658659345687,697,695,3410,2,253,11,0,0,"partisan_cross",249,124,NA,30,NA
22022,"hplh0nrn",9,"R","Mike Giallombardo","Mike","","Giallombardo","","",49845675,146155,"",474518,"http://ballotpedia.org/Mike_Giallombardo","","850-717-5079",79,"House",2220,NA,4783,0.998632010943912,0.0025998581895533,731,730,3341,1,148,11,0,0,"partisan_cross",240,115,NA,21,NA
22126,"aehzb0rs",9,"D","Travaris McCurdy","Travaris","Leon","McCurdy","","",49845631,194629,"",517485,"http://ballotpedia.org/Travaris_McCurdy","",NA,46,"House",1980,NA,NA,0.972602739726027,0.0180995475113122,219,213,1056,6,25,24,2,0,"partisan_cross",52,NA,45,NA,15
22129,"mb2156j2",9,"R","Dana Trabulsy","Dana","","Trabulsy","","",49845686,194522,"",740423,"http://ballotpedia.org/Dana_Trabulsy","","850-717-5084",84,"House",2220,NA,4788,0.983633387888707,0.000735474380975729,611,601,3145,10,320,3,0,0,"partisan_cross",321,194,NA,110,NA
22167,"at7jt366",9,"R","Michelle Salzman","Michelle","Lynn","Salzman","","",41617852,193539,"",739937,"http://ballotpedia.org/Michelle_Salzman","","850-717-5001",1,"House",2220,NA,4763,0.980740740740741,0.00113533151680291,675,662,3422,13,302,5,0,0,"partisan_cross",299,172,NA,120,NA
22173,"9d5gzskf",9,"D","Marie Woodson","Marie","P.","Woodson","","",552530,194484,"",740370,"http://ballotpedia.org/Marie_Woodson","","850-717-5105",105,"House",2220,NA,4789,0.950375939849624,0.00738518347565197,665,632,3537,33,91,32,8,0,"partisan_cross",123,NA,92,NA,31
22207,"slx08az4",9,"R","Jenna Persons-Mulicka","Jenna","","Persons-Mulicka","","",45903473,194544,"",740469,"http://ballotpedia.org/Jenna_Persons","","850-717-5078",78,"House",2220,NA,4785,0.99405646359584,0.000911161731207289,673,669,3428,4,285,4,0,0,"partisan_cross",307,180,NA,52,NA
22261,"b6kfhnbd",9,"R","Adam Botana","Adam","","Botana","","",49845673,194550,"",740462,"http://ballotpedia.org/Adam_Botana","","850-717-5080",80,"House",2220,NA,4782,0.996860282574568,0,637,635,3663,2,168,0,0,0,"partisan_cross",343,216,NA,33,NA
22496,"1ryeloth",9,"D","Daisy Morales","Daisy","","Morales","","",50606027,194633,"",744701,"http://ballotpedia.org/Daisy_Morales","",NA,48,"House",1980,NA,NA,0.858536585365854,0.00894854586129754,205,176,1515,29,51,16,1,0,"partisan_cross",100,NA,78,NA,88
22512,"z587gd6k",9,"D","Felicia Simone Robinson","Felicia","Simone","Robinson","","",49845717,130220,"",740275,"http://ballotpedia.org/Felicia_Simone_Robinson","","850-717-5104",104,"House",2220,NA,4791,0.966507177033493,0.025203465476503,627,606,2829,21,239,96,18,0,"partisan_cross",30,NA,26,NA,22
22516,"vha3cc9i",9,"D","Kevin Chambliss","Kevin","Dykemia","Chambliss","","",49845747,115433,"",452742,"http://ballotpedia.org/Kevin_Chambliss","","850-717-5117",117,"House",2220,NA,4798,0.874773139745917,0.00681618293755497,551,482,3376,69,580,31,10,0,"partisan_cross",130,NA,96,NA,84
22527,"iykjlne1",9,"R","Demi Busatta Cabrera","Demi","","Busatta Cabrera","","",49845744,194460,"",605634,"http://ballotpedia.org/Demi_Busatta_Cabrera","","850-717-5114",114,"House",2220,NA,NA,0.982008995502249,0.00114757860913473,667,655,3482,12,203,5,0,0,"partisan_cross",297,170,NA,118,NA
22528,"1y03g0zp",9,"D","Christopher Benjamin","Christopher","","Benjamin","","",49845730,194464,"",740304,"http://ballotpedia.org/Christopher_Benjamin","",NA,107,"House",2105,NA,NA,0.885786802030457,0.00725190839694656,394,349,1904,45,293,19,10,0,"partisan_cross",126,NA,93,NA,80
22529,"a0rhm7tw",9,"R","Fiona McFarland","Fiona","","McFarland","","",49845668,194559,"",740452,"http://ballotpedia.org/Fiona_McFarland","","850-717-5073",73,"House",2220,NA,4780,0.991243432574431,0.0016099356025759,571,566,3036,5,734,7,0,0,"partisan_cross",281,154,NA,71,NA
22550,"ohit2l5d",9,"D","Angela Nixon","Angela","","Nixon","","",12016117,193764,"",285510,"http://ballotpedia.org/Angela_Nixon","","850-717-5013",13,"House",2220,NA,4766,0.988274706867672,0.043979057591623,597,590,2662,7,377,168,16,0,"partisan_cross",10,NA,7,NA,2
22559,"1he9flzd",9,"R","Patt Maney","T.","Patterson","Maney","","Patt",49845565,193745,"",739941,"http://ballotpedia.org/T._Patt_Maney","","850-717-5004",4,"House",2220,NA,4764,0.980225988700565,0.00821851583272903,708,694,3299,14,94,34,2,0,"partisan_cross",113,29,NA,121,NA
22580,"fsfxplwk",9,"R","Jim Mooney","James","Vernon","Mooney","Jr.","Jim",49845754,194453,"",740179,"http://ballotpedia.org/Jim_Mooney","","850-717-5120",120,"House",2220,NA,4797,0.959420289855072,0.000888494002665482,690,662,3524,28,284,4,0,0,"partisan_cross",308,181,NA,186,NA
22660,"ujz2v3zu",9,"R","Webster Barnaby","Webster","","Barnaby","","",49845589,194567,"",739971,"http://ballotpedia.org/Webster_Barnaby","","850-717-5029",29,"House",2220,NA,4770,0.993660855784469,0.000911577028258888,631,627,3140,4,613,4,0,0,"partisan_cross",306,179,NA,61,NA
22661,"31l8rpom",9,"D","Andrew Learned","Andrew","Phillips","Learned","","",49845649,182276,"",626650,"http://ballotpedia.org/Andrew_Learned","",NA,59,"House",1980,NA,NA,0.733905579399142,0.00557880055788006,233,171,1138,62,49,8,6,0,"partisan_cross",153,NA,106,NA,117
22662,"g46vm6of",9,"R","Kaylee Tuck","Kaylee","Alexis","Tuck","","",49845643,194646,"",740410,"http://ballotpedia.org/Kaylee_Tuck","","850-717-5083",83,"House",2220,NA,4776,0.998482549317147,0.000256410256410256,659,658,3025,1,215,1,0,0,"partisan_cross",341,214,NA,22,NA
22667,"ghu9mp2s",9,"D","Omari Hardy","Omari","","Hardy","","",49845691,194517,"",740431,"http://ballotpedia.org/Omari_Hardy",NA,NA,88,"House",1917,NA,NA,0.940677966101695,0.0387243735763098,118,111,678,7,47,34,1,0,"partisan_cross",14,NA,11,NA,39
22672,"kr17w93p",9,"R","Lauren Melo","Lauren","","Melo","","",49845680,194529,"",740413,"http://ballotpedia.org/Lauren_Melo","","850-717-5082",82,"House",2220,NA,4784,0.993243243243243,0.00206985769728331,592,588,2767,4,496,8,2,0,"partisan_cross",269,142,NA,63,NA
22722,"n93x757e",9,"R","Traci Koster","Traci","","Koster","","",52311541,195064,"",750959,"http://ballotpedia.org/Traci_Koster","","850-717-5066",66,"House",2220,NA,4779,0.988429752066116,0.000524796641301496,605,598,3006,7,198,2,0,0,"partisan_cross",333,206,NA,87,NA
23066,"tmbh2oz6",9,"D","Daryl Campbell","Daryl","","Campbell","","",54438816,200766,"",797986,"http://ballotpedia.org/Daryl_Campbell","","850-717-5099",99,"House",2220,NA,4843,0.944773175542406,0.0179867466077627,507,479,2331,28,268,57,6,0,"partisan_cross",53,NA,46,NA,35
23116,"3dasaie0",9,"D","Jervonte Edmonds","Jervonte","","Edmonds","","Tae",54438812,200763,"",579222,"http://ballotpedia.org/Jervonte_Edmonds","","850-717-5088",88,"House",2220,NA,4842,0.79020979020979,0.00349956255468067,286,226,1413,60,570,8,9,0,"partisan_cross",209,NA,124,NA,108
23295,"q1aqjnko",9,"R","Joel Rudman","Joel","","Rudman","","",55866623,209332,"",0,"http://ballotpedia.org/Joel_Rudman","","",3,"House",2135,NA,4861,1,0.00699844479004666,221,221,1009,0,47,9,0,0,"partisan_cross",128,34,NA,10,NA
23317,"59hwb6y3",9,"R","Hillary Cassel","Hillary","","Cassel","","",55866460,209443,"",0,"http://ballotpedia.org/Hillary_Cassel","","850-717-5101",101,"House",2220,NA,4895,0.91304347826087,0.00259965337954939,368,336,1799,32,134,6,1,0,"partisan_cross",241,116,NA,220,NA
23318,"mff5ywb5",9,"D","Johanna Lopez","Johanna","","Lopez","","",55866558,209517,"",0,"http://ballotpedia.org/Johanna_Lopez","","850-717-5043",43,"House",2220,NA,NA,0.789731051344743,0.00680816980376452,409,323,1942,86,115,17,14,0,"partisan_cross",132,NA,98,NA,109
23319,"zh5hcllq",9,"R","Vicki Lopez","Vicki","","Lopez","","",55866559,209412,"",0,"http://ballotpedia.org/Vicki_Lopez","","850-717-5113",113,"House",2220,NA,4896,0.94949494949495,0.00113636363636364,297,282,1372,15,89,2,0,0,"partisan_cross",298,171,NA,199,NA
23322,"960vxus6",9,"D","Jennifer Harris","Jennifer","","Harris","","Rita",55866514,209516,"",0,"http://ballotpedia.org/Jennifer_Rita_Harris","","850-717-5044",44,"House",2220,NA,4877,0.976744186046512,0.0235143223599829,387,378,1829,9,61,55,7,0,"partisan_cross",36,NA,30,NA,9
23327,"uwxr8dkp",9,"D","Lindsay Cross","Lindsay","","Cross","","",55866468,184301,"",0,"http://ballotpedia.org/Lindsay_Cross","","850-717-5060",60,"House",2220,NA,4887,0.937823834196891,0.0147182506307822,386,362,1896,24,56,35,5,0,"partisan_cross",69,NA,58,NA,40
23328,"h6szpy6d",9,"D","Lisa Dunkley","Lisa","","Dunkley","","",55866485,209448,"",0,"http://ballotpedia.org/Lisa_Dunkley","","850-717-5097",97,"House",2220,NA,4893,0.822033898305085,0.00521042084168337,354,291,1717,63,406,13,5,0,"partisan_cross",162,NA,108,NA,97
23329,"lmfbmlu1",9,"D","Ashley Gantt","Ashley","Viola","Gantt","","",55866502,209435,"",0,"http://ballotpedia.org/Ashley_Gantt","","850-717-5109",109,"House",2220,NA,4897,0.974576271186441,0.0483245149911817,472,460,2023,12,183,137,20,0,"partisan_cross",7,NA,4,NA,14
23330,"6cn9749t",9,"R","Alina Garcia","Alina","","Garcia","","",50008330,53911,"",0,"http://ballotpedia.org/Alina_Garcia","",NA,115,"House",2105,NA,NA,0.976744186046512,0.00349344978165939,215,210,909,5,17,4,0,0,"partisan_cross",210,86,NA,136,NA
23331,"3otreu3p",9,"R","Kevin Steele","Kevin","M.","Steele","","",55756411,209499,"",0,"http://ballotpedia.org/Kevin_Steele","","850-717-5055",55,"House",2220,NA,4881,0.976190476190476,0.00496277915632754,336,328,1751,8,319,12,0,0,"partisan_cross",168,58,NA,139,NA
23332,"j9zna7tb",9,"R","Chase Tramont","Chase","","Tramont","","",55866659,209394,"",0,"http://ballotpedia.org/Chase_Tramont","","850-717-5030",30,"House",2220,NA,4867,1,0,400,400,1730,0,413,0,0,0,"partisan_cross",347,220,NA,2,NA
23333,"vtj4h75l",9,"R","Brad Yeager","Bradford","Troy","Yeager","","",55866678,0,"",0,"http://ballotpedia.org/Brad_Yeager","","850-717-5056",56,"House",2220,NA,4882,0.99749373433584,0.00157666535277887,399,398,1784,1,350,4,0,0,"partisan_cross",283,156,NA,27,NA
23338,"ivvfeu8g",9,"R","Doug Bankson","Doug","","Bankson","","",55866441,173235,"",0,"http://ballotpedia.org/Doug_Bankson","","850-717-5039",39,"House",2220,NA,4873,0.987745098039216,0.00173460537727667,408,403,1859,5,35,4,0,0,"partisan_cross",279,152,NA,93,NA
23339,"orexb33j",9,"R","Kimberly Berfield","Kimberly","","Berfield","","Kim",55866445,53771,"",0,"http://ballotpedia.org/Kimberly_Berfield","","850-717-5058",58,"House",2220,NA,4210,0.967088607594937,0.00903614457831325,395,382,1843,13,65,21,0,0,"partisan_cross",99,22,NA,174,NA
23340,"dpobs27t",9,"D","Katherine Waldron","Katherine","M.","Waldron","","",55866668,209454,"",0,"http://ballotpedia.org/Katherine_Waldron","",NA,93,"House",2105,NA,NA,0.787735849056604,0.00525394045534151,212,167,900,45,23,6,1,0,"partisan_cross",161,NA,107,NA,110
23341,"ni3ayex3",9,"R","Fabian Basabe","Fabian","","Basabe","","",55866442,209439,"",0,"http://ballotpedia.org/Fabián_Basabe","","850-717-5106",106,"House",2220,NA,4900,0.975609756097561,0.000832986255726781,410,400,1869,10,120,2,0,0,"partisan_cross",315,188,NA,141,NA
23343,"rf9p55n7",9,"R","Shane Abbott","Shane","","Abbott","","",49283313,209333,"",0,"http://ballotpedia.org/Shane_Abbott","","850-717-5005",5,"House",2220,NA,4864,0.997663551401869,0.00318344608038201,428,427,2034,1,43,8,0,0,"partisan_cross",218,94,NA,26,NA
23344,"b3eicpho",9,"R","Daniel Alvarez","Daniel","Antonio","Alvarez","Sr.","Danny",55866432,209473,"",0,"http://ballotpedia.org/Daniel_Alvarez","","850-717-5069",69,"House",2220,NA,4889,0.995145631067961,0.000405022276225192,412,410,1925,2,131,1,0,0,"partisan_cross",338,211,NA,47,NA
23345,"azizztcb",9,"R","Carolina Amesty","Carolina","","Amesty","","",55866433,209512,"",0,"http://ballotpedia.org/Carolina_Amesty","",NA,45,"House",2105,NA,NA,0.995412844036697,0.00140056022408964,218,217,1045,1,163,2,0,0,"partisan_cross",290,163,NA,42,NA
23346,"zixitc1g",9,"R","Dean Black","Dean","","Black","","",37458122,124330,"",0,"http://ballotpedia.org/Dean_Black","","850-717-5015",15,"House",2220,NA,4865,0.975460122699387,0.00251527128997485,489,477,2178,12,109,7,0,0,"partisan_cross",250,125,NA,144,NA
23347,"8a871fhe",9,"R","Robert Brackett","Robert","","Brackett","","",601994,209396,"",0,"http://ballotpedia.org/Robert_Brackett","","850-717-5034",34,"House",2220,NA,4870,0.992788461538462,0.00157418339236521,416,413,1984,3,137,4,0,0,"partisan_cross",284,157,NA,65,NA
23348,"rz6tv887",9,"R","Jennifer Canady","Jennifer","","Canady","","",55866458,209506,"",0,"http://ballotpedia.org/Jennifer_Canady","","850-717-5050",50,"House",2220,NA,4879,1,0.000455373406193078,386,386,1748,0,61,1,0,0,"partisan_cross",337,210,NA,4,NA
23349,"69wtlsri",9,"R","Tiffany Esposito","Tiffany","","Esposito","","",55866490,209468,"",0,"http://ballotpedia.org/Tiffany_Esposito","","850-717-5077",77,"House",2220,NA,4892,0.995145631067961,0.00247218788627936,412,410,1887,2,122,6,0,0,"partisan_cross",252,127,NA,48,NA
23350,"eok29ytg",9,"R","Karen Gonzalez Pittman","Karen","","Gonzalez Pittman","","",55866506,209479,"",0,"http://ballotpedia.org/Karen_Gonzalez_Pittman","","850-717-5065",65,"House",2220,NA,4888,0.929133858267717,0.00472914875322442,381,354,1826,27,108,11,0,0,"partisan_cross",173,62,NA,214,NA
23351,"ghrztb1e",9,"R","Peggy Gossett-Seidman","Peggy","","Gossett-Seidman","","",55866508,209458,"",0,"http://ballotpedia.org/Peggy_Gossett-Seidman","","850-717-5091",91,"House",2220,NA,4891,0.966836734693878,0.000843881856540084,392,379,1756,13,220,2,0,0,"partisan_cross",314,187,NA,175,NA
23352,"smncjrp0",9,"R","Philip Griffitts","Philip","Wayne","Griffitts","Jr.","",55866511,174908,"",0,"http://ballotpedia.org/Philip_Griffitts","","850-717-5006",6,"House",2220,NA,4862,0.99390243902439,0.00140007000350017,492,489,2222,3,139,4,0,0,"partisan_cross",291,164,NA,55,NA
23353,"6ryrq45y",9,"R","Jeff Holcomb","Jeff","","Holcomb","","",55866529,158287,"",0,"http://ballotpedia.org/Jeff_Holcomb_(Florida)","","850-717-5053",53,"House",2220,NA,4890,0.991452991452991,0.00202839756592292,468,464,2073,4,410,6,1,0,"partisan_cross",271,144,NA,69,NA
23354,"lv9l8jdq",9,"R","Berny Jacques","Berny","","Jacques","","",55866535,184440,"",0,"http://ballotpedia.org/Berny_Jacques","","850-717-5059",59,"House",2220,NA,4886,0.995951417004049,0.00923951670220327,494,492,2249,2,45,26,0,0,"partisan_cross",98,21,NA,38,NA
23355,"0xekqns7",9,"R","Kiyan Michael","Kiyan","","Michael","","",55866569,209353,"",0,"http://ballotpedia.org/Kiyan_Michael","","850-717-5016",16,"House",2220,NA,4869,0.968023255813954,0.0032719836400818,344,333,1616,11,477,8,0,0,"partisan_cross",216,92,NA,171,NA
23356,"wnxvofvg",9,"R","Juan Porras","Juan","Carlos","Porras","","",55866605,209403,"",0,"http://ballotpedia.org/Juan_Carlos_Porras","","850-717-5119",119,"House",2220,NA,4898,0.98997995991984,0.00148203038162282,499,494,2075,5,120,4,1,0,"partisan_cross",287,160,NA,78,NA
23357,"77lv7bqi",9,"R","John Temple","John","","Temple","","",55866652,209505,"",0,"http://ballotpedia.org/John_Temple","","850-717-5052",52,"House",2212,NA,4880,0.990654205607477,0.00203252032520325,321,318,1466,3,177,4,0,0,"partisan_cross",270,143,NA,72,NA
23358,"xlrsk4g8",9,"R","Taylor Yarkosky","Taylor","","Yarkosky","","",55866677,209380,"",0,"http://ballotpedia.org/Taylor_Yarkosky","","850-717-5025",25,"House",2220,NA,4868,1,0.00078064012490242,422,422,1992,0,146,2,0,0,"partisan_cross",320,193,NA,1,NA
23359,"174k0tvr",9,"R","Adam Anderson","Adam","","Anderson","","",55866434,209492,"",0,"http://ballotpedia.org/Adam_Anderson","","850-717-5057",57,"House",2220,NA,4885,0.995024875621891,0.000374531835205993,402,400,2040,2,227,1,0,0,"partisan_cross",340,213,NA,49,NA
23360,"fqo8aog4",9,"R","Jessica Baker","Jessica","","Baker","","",55866439,209358,"",0,"http://ballotpedia.org/Jessica_Baker","","850-717-5017",17,"House",2220,NA,4866,0.969194312796208,0.00619195046439629,422,409,2051,13,95,16,0,0,"partisan_cross",146,44,NA,165,NA
23361,"po2o5rju",9,"D","Gallop Franklin","Gallop","P.","Franklin","","",55866498,209338,"",0,"http://ballotpedia.org/Gallop_Franklin","","850-717-5008",8,"House",2220,NA,NA,0.772861356932153,0.00427715996578272,339,262,1764,77,213,10,12,0,"partisan_cross",189,NA,115,NA,114
24808,"pbfegj2k",9,"R","Rachel Plakon","Rachel","","Plakon","","",55866601,209420,"",778200,"http://ballotpedia.org/Rachel_Plakon","","850-717-5036",36,"House",2220,NA,4871,0.982758620689655,0.00537634408602151,406,399,1971,7,212,14,1,0,"partisan_cross",159,53,NA,114,NA
